genome_id,source
GCF_015830285.1,ncbi
GCF_015830325.1,ncbi
GCF_015830365.1,ncbi
GCF_015830375.1,ncbi
GCF_015830505.1,ncbi
GCF_002203455.1,ncbi
GCF_002203965.1,ncbi
GCF_000257885.1,ncbi
GCF_002203225.1,ncbi
GCF_002203595.1,ncbi
GCF_002202665.1,ncbi
GCF_002203335.1,ncbi
GCF_017149595.1,ncbi
GCF_017149575.1,ncbi
GCF_015830385.1,ncbi
GCF_001026845.1,ncbi
GCF_002203695.1,ncbi
GCF_015830835.1,ncbi
GCF_002203705.1,ncbi
GCF_002203575.1,ncbi
GCF_015831055.1,ncbi
GCF_002203235.1,ncbi
GCF_002203065.1,ncbi
GCF_002203295.1,ncbi
GCF_002202755.1,ncbi
GCF_002202745.1,ncbi
GCF_015830705.1,ncbi
GCF_015830115.1,ncbi
GCF_002202845.1,ncbi
GCF_002202685.1,ncbi
GCF_015830615.1,ncbi
GCF_002203145.1,ncbi
GCF_015830435.1,ncbi
GCF_002202835.1,ncbi
GCF_002203015.1,ncbi
GCF_015830205.1,ncbi
GCF_015830765.1,ncbi
GCF_015830985.1,ncbi
GCF_015830785.1,ncbi
GCF_002203375.1,ncbi
GCF_002203815.1,ncbi
GCF_002203945.1,ncbi
GCF_002203155.1,ncbi
GCF_002202995.1,ncbi
GCF_002203785.1,ncbi
GCF_002203495.1,ncbi
GCF_002203275.1,ncbi
GCF_002202915.1,ncbi
GCF_002203735.1,ncbi
GCF_001026805.1,ncbi
GCF_002202925.1,ncbi
GCF_015830425.1,ncbi
GCF_015830305.1,ncbi
GCF_015830585.1,ncbi
GCF_002203775.1,ncbi
GCF_002202735.1,ncbi
GCF_002202825.1,ncbi
GCF_002203135.1,ncbi
GCF_015830465.1,ncbi
GCF_002202345.1,ncbi
GCF_002203625.1,ncbi
GCF_002203545.1,ncbi
GCF_002202595.1,ncbi
GCF_015830865.1,ncbi
GCF_002203515.1,ncbi
GCF_002202515.1,ncbi
GCF_015830665.1,ncbi
GCF_002202415.1,ncbi
GCF_002203325.1,ncbi
GCF_002202525.1,ncbi
GCF_015831205.1,ncbi
GCF_002202605.1,ncbi
GCF_000455785.1,ncbi
GCF_000729725.1,ncbi
GCF_001719645.1,ncbi
GCF_018530905.1,ncbi
GCF_018530965.1,ncbi
GCF_018530925.1,ncbi
GCF_018530885.1,ncbi
GCF_018530865.1,ncbi
GCF_018530935.1,ncbi
GCF_900447245.1,ncbi
GCF_016019795.1,ncbi
GCF_030232465.1,ncbi
GCF_024341765.1,ncbi
GCF_024341785.1,ncbi
GCF_024341845.1,ncbi
GCF_024341825.1,ncbi
GCF_024341805.1,ncbi
GCF_016765755.1,ncbi
GCF_013135455.1,ncbi
GCF_002866525.1,ncbi
GCF_013135435.1,ncbi
GCF_016019835.1,ncbi
GCF_016019855.1,ncbi
GCF_013135495.1,ncbi
GCF_002866485.1,ncbi
GCF_013135535.1,ncbi
GCF_001302345.1,ncbi
GCF_001876325.1,ncbi
GCF_002872395.1,ncbi
GCF_001298275.1,ncbi
GCF_001298285.2,ncbi
GCF_000498915.1,ncbi
GCF_900447625.1,ncbi
GCF_022835015.1,ncbi
GCF_014610855.1,ncbi
GCF_900683645.1,ncbi
GCF_014610885.1,ncbi
GCF_000988225.1,ncbi
GCF_003202355.1,ncbi
GCF_022345785.1,ncbi
GCF_003202295.1,ncbi
GCF_003202375.1,ncbi
GCF_002775055.1,ncbi
GCF_003202245.1,ncbi
GCF_003202335.1,ncbi
GCF_030232245.1,ncbi
GCF_030232205.1,ncbi
GCF_008373895.1,ncbi
GCF_011682935.1,ncbi
GCF_011682945.1,ncbi
GCF_004138065.1,ncbi
GCF_001076975.1,ncbi
GCF_030232215.1,ncbi
GCF_028527755.1,ncbi
GCF_030232105.1,ncbi
GCF_001053405.1,ncbi
GCF_030232485.1,ncbi
GCF_030232805.1,ncbi
GCF_011682985.1,ncbi
GCF_030231045.1,ncbi
GCF_030232165.1,ncbi
GCF_011682965.1,ncbi
GCF_030224605.1,ncbi
GCF_001053435.1,ncbi
GCF_001059665.1,ncbi
GCF_001059955.1,ncbi
GCF_001058455.1,ncbi
GCF_001055405.1,ncbi
GCF_030486665.1,ncbi
GCF_029846575.1,ncbi
GCF_003932475.1,ncbi
GCF_003932215.1,ncbi
GCF_003932435.1,ncbi
GCF_003932255.1,ncbi
GCF_003932275.1,ncbi
GCF_030229245.1,ncbi
GCF_003932385.1,ncbi
GCF_003932205.1,ncbi
GCF_003932095.1,ncbi
GCF_003932115.1,ncbi
GCF_003932125.1,ncbi
GCF_003932375.1,ncbi
GCF_003932105.1,ncbi
GCF_030486615.1,ncbi
GCF_003932145.1,ncbi
GCF_003932405.1,ncbi
GCF_003932195.1,ncbi
GCF_003932395.1,ncbi
GCF_003932315.1,ncbi
GCF_003932325.1,ncbi
GCF_003932285.1,ncbi
GCF_001643075.1,ncbi
GCF_012843865.1,ncbi
GCF_900461385.1,ncbi
GCF_025145255.1,ncbi
GCF_030232325.1,ncbi
GCF_002847785.1,ncbi
GCF_030230115.1,ncbi
GCF_030218665.1,ncbi
GCF_018919345.1,ncbi
GCF_022346265.1,ncbi
GCF_028527865.1,ncbi
GCF_030486705.1,ncbi
GCF_025146405.1,ncbi
GCF_001722255.1,ncbi
GCF_020161895.1,ncbi
GCF_008368695.1,ncbi
GCF_030230685.1,ncbi
GCF_030176495.1,ncbi
GCF_030217555.1,ncbi
GCF_016613425.1,ncbi
GCF_030213285.1,ncbi
GCF_030218005.1,ncbi
GCF_022347385.1,ncbi
GCF_030229345.1,ncbi
GCF_002861405.1,ncbi
GCF_008726785.1,ncbi
GCF_022347335.1,ncbi
GCF_008726645.1,ncbi
GCF_022347235.1,ncbi
GCF_030213105.1,ncbi
GCF_030216785.1,ncbi
GCF_008726175.1,ncbi
GCF_024539855.1,ncbi
GCF_030217265.1,ncbi
GCF_024539865.1,ncbi
GCF_024539885.1,ncbi
GCF_008726215.1,ncbi
GCF_024539775.1,ncbi
GCF_024539935.1,ncbi
GCF_024539755.1,ncbi
GCF_024539915.1,ncbi
GCF_008726455.1,ncbi
GCF_028527905.1,ncbi
GCF_001975925.1,ncbi
GCF_900461255.1,ncbi
GCF_900100745.1,ncbi
GCF_000738175.1,ncbi
GCF_000738385.1,ncbi
GCF_000738405.1,ncbi
GCF_000175635.1,ncbi
GCF_000173655.1,ncbi
GCF_000988215.1,ncbi
GCF_001639025.1,ncbi
GCF_028527885.1,ncbi
GCF_022346305.1,ncbi
GCF_022346345.1,ncbi
GCF_902377555.1,ncbi
GCF_022346315.1,ncbi
GCF_900447475.1,ncbi
GCF_012843915.1,ncbi
GCF_000988205.1,ncbi
GCF_022345875.1,ncbi
GCF_022345885.1,ncbi
GCF_002871715.1,ncbi
GCF_021605005.1,ncbi
GCF_012843925.1,ncbi
GCF_030227215.1,ncbi
GCF_001054195.1,ncbi
GCF_009708045.1,ncbi
GCF_018919245.1,ncbi
GCF_022538035.1,ncbi
GCF_007786365.1,ncbi
GCF_002871735.1,ncbi
GCF_007097425.1,ncbi
GCF_001059615.1,ncbi
GCF_002835695.1,ncbi
GCF_008868665.1,ncbi
GCF_000158635.1,ncbi
GCF_900447255.1,ncbi
GCF_016019785.1,ncbi
GCF_023148335.1,ncbi
GCF_013135545.1,ncbi
GCF_006370535.1,ncbi
GCF_013135445.1,ncbi
GCF_004382105.1,ncbi
GCF_004382125.1,ncbi
GCF_001044175.1,ncbi
GCF_022345825.1,ncbi
GCF_030217125.1,ncbi
GCF_001579275.1,ncbi
GCF_030229285.1,ncbi
GCF_030232145.1,ncbi
GCF_030227275.1,ncbi
GCF_030229065.1,ncbi
GCF_030229805.1,ncbi
GCF_030232865.1,ncbi
GCF_022014575.1,ncbi
GCF_030175965.1,ncbi
GCF_022014535.1,ncbi
GCF_002351405.1,ncbi
GCF_030229025.1,ncbi
GCF_030176255.1,ncbi
GCF_030227185.1,ncbi
GCF_030228895.1,ncbi
GCF_030176515.1,ncbi
GCF_030175915.1,ncbi
GCF_030229625.1,ncbi
GCF_030176015.1,ncbi
GCF_030175955.1,ncbi
GCF_030176335.1,ncbi
GCF_030176375.1,ncbi
GCF_030176905.1,ncbi
GCF_030176885.1,ncbi
GCF_025144305.1,ncbi
GCF_030176755.1,ncbi
GCF_030229605.1,ncbi
GCF_030228965.1,ncbi
GCF_030229685.1,ncbi
GCF_002847965.1,ncbi
GCF_030232755.1,ncbi
GCF_030176555.1,ncbi
GCF_030176175.1,ncbi
GCF_030176875.1,ncbi
GCF_030176785.1,ncbi
GCF_022014555.1,ncbi
GCF_900015285.1,ncbi
GCF_030176575.1,ncbi
GCF_030228865.1,ncbi
GCF_030213645.1,ncbi
GCF_030176455.1,ncbi
GCF_030217835.1,ncbi
GCF_030176695.1,ncbi
GCF_030176475.1,ncbi
GCF_029870895.1,ncbi
GCF_022347185.1,ncbi
GCF_023096355.1,ncbi
GCF_024587095.1,ncbi
GCF_024587045.1,ncbi
GCF_008180085.1,ncbi
GCF_024587105.1,ncbi
GCF_008180065.1,ncbi
GCF_008180045.1,ncbi
GCF_024587035.1,ncbi
GCF_024587075.1,ncbi
GCF_025146395.1,ncbi
GCF_008244525.1,ncbi
GCF_025143905.1,ncbi
GCF_030229145.1,ncbi
GCF_030175855.1,ncbi
GCF_030229425.1,ncbi
GCF_030229785.1,ncbi
GCF_030229165.1,ncbi
GCF_030229835.1,ncbi
GCF_030229515.1,ncbi
GCF_030176115.1,ncbi
GCF_030228805.1,ncbi
GCF_028527725.1,ncbi
GCF_030229485.1,ncbi
GCF_030232605.1,ncbi
GCF_030229195.1,ncbi
GCF_028527845.1,ncbi
GCF_028527805.1,ncbi
GCF_030229415.1,ncbi
GCF_030232845.1,ncbi
GCF_003989245.1,ncbi
GCF_003989225.1,ncbi
GCF_030229665.1,ncbi
GCF_030232785.1,ncbi
GCF_003989495.1,ncbi
GCF_030227205.1,ncbi
GCF_030229185.1,ncbi
GCF_003989305.1,ncbi
GCF_003989375.1,ncbi
GCF_030232045.1,ncbi
GCF_022345865.1,ncbi
GCF_030176675.1,ncbi
GCF_030176535.1,ncbi
GCF_030229035.1,ncbi
GCF_030176635.1,ncbi
GCF_030176395.1,ncbi
GCF_030232685.1,ncbi
GCF_025146355.1,ncbi
GCF_025146235.1,ncbi
GCF_028527685.1,ncbi
GCF_028527665.1,ncbi
GCF_030232565.1,ncbi
GCF_030176295.1,ncbi
GCF_028527825.1,ncbi
GCF_028527745.1,ncbi
GCF_030176615.1,ncbi
GCF_030229305.1,ncbi
GCF_030229545.1,ncbi
GCF_025144565.1,ncbi
GCF_030176235.1,ncbi
GCF_030176735.1,ncbi
GCF_030176795.1,ncbi
GCF_030176275.1,ncbi
GCF_030176135.1,ncbi
GCF_030176655.1,ncbi
GCF_030176215.1,ncbi
GCF_030176155.1,ncbi
GCF_000156595.1,ncbi
GCF_030176715.1,ncbi
GCF_030176595.1,ncbi
GCF_030176355.1,ncbi
GCF_030227325.1,ncbi
GCF_030176095.1,ncbi
GCF_000758965.1,ncbi
GCF_016628615.2,ncbi
GCF_016628425.2,ncbi
GCF_002285175.1,ncbi
GCF_002861345.1,ncbi
GCF_024581235.1,ncbi
GCF_002861325.1,ncbi
GCF_024580315.1,ncbi
GCF_002861365.1,ncbi
GCF_002285075.1,ncbi
GCF_024580575.1,ncbi
GCF_016628585.1,ncbi
GCF_016628325.1,ncbi
GCF_030232305.1,ncbi
GCF_015686525.1,ncbi
GCF_003688955.1,ncbi
GCF_016628845.1,ncbi
GCF_030232525.1,ncbi
GCF_016628825.1,ncbi
GCF_030229005.1,ncbi
GCF_002285115.1,ncbi
GCF_016628485.1,ncbi
GCF_030217595.1,ncbi
GCF_006547305.1,ncbi
GCF_016628345.1,ncbi
GCF_016628645.1,ncbi
GCF_024580795.1,ncbi
GCF_016628695.1,ncbi
GCF_024581125.1,ncbi
GCF_030229555.1,ncbi
GCF_030232395.1,ncbi
GCF_030229585.1,ncbi
GCF_016628775.1,ncbi
GCF_016628745.1,ncbi
GCF_030213485.1,ncbi
GCF_016628245.1,ncbi
GCF_016628675.1,ncbi
GCF_016628305.1,ncbi
GCF_024580295.1,ncbi
GCF_022346085.1,ncbi
GCF_012030345.1,ncbi
GCF_030227025.1,ncbi
GCF_016628435.1,ncbi
GCF_016628635.1,ncbi
GCF_016628725.1,ncbi
GCF_022346125.1,ncbi
GCF_022346135.1,ncbi
GCF_003688975.1,ncbi
GCF_016628405.1,ncbi
GCF_016628795.1,ncbi
GCF_003313035.1,ncbi
GCF_021491475.1,ncbi
GCF_021491495.1,ncbi
GCF_021440045.1,ncbi
GCF_021491415.1,ncbi
GCF_021491455.1,ncbi
GCF_028527785.1,ncbi
GCF_003583675.1,ncbi
GCF_002884935.1,ncbi
GCF_000971875.1,ncbi
GCF_000971865.1,ncbi
GCF_000732145.1,ncbi
GCF_030229105.1,ncbi
GCF_030176855.1,ncbi
GCF_030176765.1,ncbi
GCF_030176195.1,ncbi
GCF_001056295.1,ncbi
GCF_030229925.1,ncbi
GCF_902362995.1,ncbi
GCF_030176415.1,ncbi
GCF_030228935.1,ncbi
GCF_022345925.1,ncbi
GCF_030176835.1,ncbi
GCF_030176075.1,ncbi
GCF_001054325.1,ncbi
GCF_007671985.1,ncbi
GCF_007672025.1,ncbi
GCF_900163675.1,ncbi
GCF_000380545.1,ncbi
GCF_003989475.1,ncbi
GCF_000702185.1,ncbi
GCF_030175975.1,ncbi
GCF_030176435.1,ncbi
GCF_030176025.1,ncbi
GCF_025147045.1,ncbi
GCF_001054395.1,ncbi
GCF_014897435.1,ncbi
GCF_030176315.1,ncbi
GCF_001052555.1,ncbi
GCF_001053555.1,ncbi
GCF_030175865.1,ncbi
GCF_030176055.1,ncbi
GCF_000234765.1,ncbi
GCF_017307055.1,ncbi
GCF_000156615.2,ncbi
GCF_024453955.1,ncbi
GCF_003989555.1,ncbi
GCF_024453935.1,ncbi
GCF_024454005.1,ncbi
GCF_030211955.1,ncbi
GCF_916618765.1,ncbi
GCF_000477975.1,ncbi
GCF_027570135.1,ncbi
GCF_030217185.1,ncbi
GCF_021713535.1,ncbi
GCF_021713135.1,ncbi
GCF_009016555.1,ncbi
GCF_019209905.1,ncbi
GCF_014235805.1,ncbi
GCF_008830685.1,ncbi
GCF_008830655.1,ncbi
GCF_009016505.1,ncbi
GCF_024701495.1,ncbi
GCF_008830455.1,ncbi
GCF_009016485.1,ncbi
GCF_000477915.1,ncbi
GCF_023155175.1,ncbi
GCF_023155155.1,ncbi
GCF_023155255.1,ncbi
GCF_026410245.1,ncbi
GCF_019754975.1,ncbi
GCF_026410445.1,ncbi
GCF_019209925.1,ncbi
GCF_007489295.1,ncbi
GCF_017918135.1,ncbi
GCF_000478035.1,ncbi
GCF_903645305.1,ncbi
GCF_000477935.1,ncbi
GCF_023155265.1,ncbi
GCF_000478135.1,ncbi
GCF_019754895.1,ncbi
GCF_021713215.1,ncbi
GCF_021713655.1,ncbi
GCF_021713475.1,ncbi
GCF_019754905.1,ncbi
GCF_021713555.1,ncbi
GCF_014335185.1,ncbi
GCF_000477895.1,ncbi
GCF_021742085.1,ncbi
GCF_021726435.1,ncbi
GCF_021713155.1,ncbi
GCF_021713185.1,ncbi
GCF_021713175.1,ncbi
GCF_021738765.1,ncbi
GCF_021713255.1,ncbi
GCF_022012535.1,ncbi
GCF_021713235.1,ncbi
GCF_021713365.1,ncbi
GCF_021713495.1,ncbi
GCF_030486685.1,ncbi
GCF_902376035.1,ncbi
GCF_000477995.1,ncbi
GCF_030228925.1,ncbi
GCF_030229315.1,ncbi
GCF_900519355.1,ncbi
GCF_000478155.1,ncbi
GCF_000478055.1,ncbi
GCF_023147545.1,ncbi
GCF_008930665.1,ncbi
GCF_000478115.1,ncbi
GCF_000478095.1,ncbi
GCF_026410345.1,ncbi
GCF_021713515.1,ncbi
GCF_008042175.1,ncbi
GCF_027570045.1,ncbi
GCF_000477955.1,ncbi
GCF_030229865.1,ncbi
GCF_021738745.1,ncbi
GCF_022012575.1,ncbi
GCF_000477875.1,ncbi
GCF_000411235.1,ncbi
GCF_002967075.1,ncbi
GCF_030486845.1,ncbi
GCF_015233855.1,ncbi
GCF_020144675.1,ncbi
GCF_025660615.1,ncbi
GCF_019209955.1,ncbi
GCF_024814365.1,ncbi
GCF_024814515.1,ncbi
GCF_024834055.1,ncbi
GCF_030232505.1,ncbi
GCF_008042215.1,ncbi
GCF_903645345.1,ncbi
GCF_001875735.1,ncbi
GCF_900099485.1,ncbi
GCF_023155115.1,ncbi
GCF_014335105.1,ncbi
GCF_023147335.1,ncbi
GCF_014335155.1,ncbi
GCF_008930885.1,ncbi
GCF_014335085.1,ncbi
GCF_011038635.1,ncbi
GCF_008930925.1,ncbi
GCF_008930785.1,ncbi
GCF_002285155.1,ncbi
GCF_022345965.1,ncbi
GCF_024453995.1,ncbi
GCF_014335015.1,ncbi
GCF_019209935.1,ncbi
GCF_011038735.1,ncbi
GCF_022346015.1,ncbi
GCF_025151445.1,ncbi
GCF_009362465.1,ncbi
GCF_014267345.1,ncbi
GCF_001812505.1,ncbi
GCF_008930875.1,ncbi
GCF_024454055.1,ncbi
GCF_030486815.1,ncbi
GCF_013051085.1,ncbi
GCF_008930725.1,ncbi
GCF_001942345.1,ncbi
GCF_008930825.1,ncbi
GCF_008930965.1,ncbi
GCF_008930745.1,ncbi
GCF_014335115.1,ncbi
GCF_008930775.1,ncbi
GCF_014334955.1,ncbi
GCF_014335055.1,ncbi
GCF_001875725.1,ncbi
GCF_008042455.1,ncbi
GCF_008930975.1,ncbi
GCF_024919295.1,ncbi
GCF_002285085.1,ncbi
GCF_003113375.1,ncbi
GCF_030232515.1,ncbi
GCF_001811805.1,ncbi
GCF_007673095.1,ncbi
GCF_007713815.1,ncbi
GCF_022346065.1,ncbi
GCF_008930855.1,ncbi
GCF_024580435.1,ncbi
GCF_030229765.1,ncbi
GCF_025152525.1,ncbi
GCF_030232745.1,ncbi
GCF_007097455.1,ncbi
GCF_902375935.1,ncbi
GCF_024701515.1,ncbi
GCF_001807365.1,ncbi
GCF_003955685.1,ncbi
GCF_000478175.1,ncbi
GCF_030486605.1,ncbi
GCF_025144245.1,ncbi
GCF_024834075.1,ncbi
GCF_024454075.1,ncbi
GCF_008930845.1,ncbi
GCF_025144255.1,ncbi
GCF_001809695.1,ncbi
GCF_030228725.1,ncbi
GCF_022346225.1,ncbi
GCF_030232425.1,ncbi
GCF_000478015.1,ncbi
GCF_030232655.1,ncbi
GCF_007097445.1,ncbi
GCF_000478075.1,ncbi
GCF_030232435.1,ncbi
GCF_025152545.1,ncbi
GCF_030232585.1,ncbi
GCF_030228885.1,ncbi
GCF_030229085.1,ncbi
GCF_022347325.1,ncbi
GCF_022347295.1,ncbi
GCF_007786415.1,ncbi
GCF_030229405.1,ncbi
GCF_030486785.1,ncbi
GCF_030229735.1,ncbi
GCF_030232885.1,ncbi
GCF_024454115.1,ncbi
GCF_024586525.1,ncbi
GCF_030228985.1,ncbi
GCF_025152465.1,ncbi
GCF_007097675.1,ncbi
GCF_001807505.1,ncbi
GCF_030232125.1,ncbi
GCF_001807495.1,ncbi
GCF_001837775.1,ncbi
GCF_022346285.1,ncbi
GCF_030232085.1,ncbi
GCF_017942225.1,ncbi
GCF_946902955.1,ncbi
GCF_001836185.1,ncbi
GCF_025143995.1,ncbi
GCF_030230455.1,ncbi
GCF_030232315.1,ncbi
GCF_030233875.1,ncbi
GCF_001812845.1,ncbi
GCF_014335195.1,ncbi
GCF_025150005.1,ncbi
GCF_030232365.1,ncbi
GCF_030229885.1,ncbi
GCF_001811205.1,ncbi
GCF_001815745.1,ncbi
GCF_022347205.1,ncbi
GCF_001808545.1,ncbi
GCF_024580415.1,ncbi
GCF_030232615.1,ncbi
GCF_030227265.1,ncbi
GCF_030229635.1,ncbi
GCF_030232705.1,ncbi
GCF_030227345.1,ncbi
GCF_014334985.1,ncbi
GCF_022347345.1,ncbi
GCF_008930935.1,ncbi
GCF_001838335.1,ncbi
GCF_022345985.1,ncbi
GCF_022346005.1,ncbi
GCF_014335065.1,ncbi
GCF_022347285.1,ncbi
GCF_003113335.1,ncbi
GCF_030227355.1,ncbi
GCF_030229825.1,ncbi
GCF_030229705.1,ncbi
GCF_030232265.1,ncbi
GCF_030229265.1,ncbi
GCF_025144435.1,ncbi
GCF_030486585.1,ncbi
GCF_022345765.1,ncbi
GCF_001811845.1,ncbi
GCF_030232825.1,ncbi
GCF_022346045.1,ncbi
GCF_008042245.1,ncbi
GCF_030232065.1,ncbi
GCF_030228815.1,ncbi
GCF_024580965.1,ncbi
GCF_022346205.1,ncbi
GCF_025144425.1,ncbi
GCF_022288805.2,ncbi
GCF_014335215.1,ncbi
GCF_025146265.1,ncbi
GCF_001809455.1,ncbi
GCF_001810695.1,ncbi
GCF_001813425.1,ncbi
GCF_001810555.1,ncbi
GCF_001838325.1,ncbi
GCF_007666555.1,ncbi
GCF_022346245.1,ncbi
GCF_030227965.1,ncbi
GCF_001814235.1,ncbi
GCF_022346095.1,ncbi
GCF_001807205.1,ncbi
GCF_001814945.1,ncbi
GCF_030228125.1,ncbi
GCF_001811145.1,ncbi
GCF_001055995.1,ncbi
GCF_001838215.1,ncbi
GCF_022345795.1,ncbi
GCF_001808885.1,ncbi
GCF_001838245.1,ncbi
GCF_019731555.1,ncbi
GCF_030215295.1,ncbi
GCF_025144095.1,ncbi
GCF_001058525.1,ncbi
GCF_001807045.1,ncbi
GCF_030229125.1,ncbi
GCF_009707975.1,ncbi
GCF_024453945.1,ncbi
GCF_025144605.1,ncbi
GCF_024580555.1,ncbi
GCF_001831515.1,ncbi
GCF_022347225.1,ncbi
GCF_001811255.1,ncbi
GCF_001813925.1,ncbi
GCF_030229215.1,ncbi
GCF_001552965.1,ncbi
GCF_001807295.1,ncbi
GCF_030229365.1,ncbi
GCF_025144025.1,ncbi
GCF_025151585.1,ncbi
GCF_022347395.1,ncbi
GCF_030217065.1,ncbi
GCF_025144155.1,ncbi
GCF_030232385.1,ncbi
GCF_030227155.1,ncbi
GCF_030229905.1,ncbi
GCF_030229505.1,ncbi
GCF_024102595.1,ncbi
GCF_001809925.1,ncbi
GCF_001807075.1,ncbi
GCF_030232715.1,ncbi
GCF_030229385.1,ncbi
GCF_001807315.1,ncbi
GCF_001836165.1,ncbi
GCF_030232185.1,ncbi
GCF_030229435.1,ncbi
GCF_001813755.1,ncbi
GCF_001807485.1,ncbi
GCF_001809405.1,ncbi
GCF_025143945.1,ncbi
GCF_002994655.1,ncbi
GCF_001076435.1,ncbi
GCF_001811185.1,ncbi
GCF_030229725.1,ncbi
GCF_025144475.1,ncbi
GCF_030486805.1,ncbi
GCF_001815985.1,ncbi
GCF_025145725.1,ncbi
GCF_025145745.1,ncbi
GCF_024454095.1,ncbi
GCF_001810365.1,ncbi
GCF_024580455.1,ncbi
GCF_024580515.1,ncbi
GCF_001814395.1,ncbi
GCF_025149505.1,ncbi
GCF_030212265.1,ncbi
GCF_001812455.1,ncbi
GCF_024580955.1,ncbi
GCF_001811515.1,ncbi
GCF_030227225.1,ncbi
GCF_007713855.1,ncbi
GCF_001810505.1,ncbi
GCF_024580915.1,ncbi
GCF_007713825.1,ncbi
GCF_030216265.1,ncbi
GCF_025144815.1,ncbi
GCF_025146125.1,ncbi
GCF_025150595.1,ncbi
GCF_001814605.1,ncbi
GCF_001811565.1,ncbi
GCF_001875665.1,ncbi
GCF_030232285.1,ncbi
GCF_001838255.1,ncbi
GCF_025152505.1,ncbi
GCF_001812805.1,ncbi
GCF_001836065.1,ncbi
GCF_030250705.1,ncbi
GCF_025149485.1,ncbi
GCF_001809225.1,ncbi
GCF_001807265.1,ncbi
GCF_030227305.1,ncbi
GCF_001810085.1,ncbi
GCF_001807155.1,ncbi
GCF_007109275.1,ncbi
GCF_001807225.1,ncbi
GCF_025152175.1,ncbi
GCF_001807215.1,ncbi
GCF_030232645.1,ncbi
GCF_001811545.1,ncbi
GCF_001837705.1,ncbi
GCF_022345915.1,ncbi
GCF_001055915.1,ncbi
GCF_025143955.1,ncbi
GCF_001807105.1,ncbi
GCF_001838175.1,ncbi
GCF_001810195.1,ncbi
GCF_022347435.1,ncbi
GCF_026954065.1,ncbi
GCF_001814975.1,ncbi
GCF_008042235.1,ncbi
GCF_024580475.1,ncbi
GCF_001809885.1,ncbi
GCF_001838285.1,ncbi
GCF_001813175.1,ncbi
GCF_001808895.1,ncbi
GCF_001563605.1,ncbi
GCF_001814525.1,ncbi
GCF_001806945.1,ncbi
GCF_001809065.1,ncbi
GCF_001837615.1,ncbi
GCF_001815785.1,ncbi
GCF_030486835.1,ncbi
GCF_001815555.1,ncbi
GCF_025149955.1,ncbi
GCF_001665955.1,ncbi
GCF_001815935.1,ncbi
GCF_001835905.1,ncbi
GCF_025145405.1,ncbi
GCF_001807545.1,ncbi
GCF_001809235.1,ncbi
GCF_001806995.1,ncbi
GCF_001806865.1,ncbi
GCF_007713875.1,ncbi
GCF_001815635.1,ncbi
GCF_001814885.1,ncbi
GCF_001814575.1,ncbi
GCF_025146075.1,ncbi
GCF_001836265.1,ncbi
GCF_001815965.1,ncbi
GCF_001838205.1,ncbi
GCF_001815175.1,ncbi
GCF_001806875.1,ncbi
GCF_001809185.1,ncbi
GCF_001814825.1,ncbi
GCF_001813815.1,ncbi
GCF_001807025.1,ncbi
GCF_015830995.1,ncbi
GCF_030486885.1,ncbi
GCF_015830885.1,ncbi
GCF_947533635.1,ncbi
GCF_001835805.1,ncbi
GCF_015830935.1,ncbi
GCF_015830075.1,ncbi
GCF_015830795.1,ncbi
GCF_015830685.1,ncbi
GCF_015830955.1,ncbi
GCF_015830895.1,ncbi
GCF_015830235.1,ncbi
GCF_015830225.1,ncbi
GCF_015830825.1,ncbi
GCF_001810585.1,ncbi
GCF_015830535.1,ncbi
GCF_001838295.1,ncbi
GCF_015830525.1,ncbi
GCF_015830565.1,ncbi
GCF_015830925.1,ncbi
GCF_001810285.1,ncbi
GCF_013868425.1,ncbi
GCF_947254015.1,ncbi
GCF_936924155.1,ncbi
GCF_946222665.1,ncbi
GCF_003243515.1,ncbi
GCF_020743595.1,ncbi
GCF_948740865.1,ncbi
GCF_910584925.1,ncbi
GCF_948987175.1,ncbi
GCF_949017655.1,ncbi
GCF_949079835.1,ncbi
GCF_947649835.1,ncbi
GCF_948803235.1,ncbi
GCF_948740625.1,ncbi
GCF_946574005.1,ncbi
GCF_930989755.1,ncbi
GCF_948648245.1,ncbi
GCF_012838005.1,ncbi
GCF_904374435.1,ncbi
GCF_948503595.1,ncbi
GCF_948684455.1,ncbi
GCF_948960045.1,ncbi
GCF_943912545.1,ncbi
GCF_030528005.1,ncbi
GCF_020743515.1,ncbi
GCF_905370355.1,ncbi
GCF_905372825.1,ncbi
GCF_029984515.1,ncbi
GCF_947254155.1,ncbi
GCF_946221315.1,ncbi
GCF_020743395.1,ncbi
GCF_030456565.1,ncbi
GCF_030459485.1,ncbi
GCF_030460245.1,ncbi
GCF_030461945.1,ncbi
GCF_030461675.1,ncbi
GCF_030458915.1,ncbi
GCF_943914275.1,ncbi
GCF_030532715.1,ncbi
GCF_030532195.1,ncbi
GCF_029984415.1,ncbi
GCF_030527495.1,ncbi
GCF_022712275.1,ncbi
GCF_030532325.1,ncbi
GCF_030532965.1,ncbi
GCF_947253695.1,ncbi
GCF_022712195.1,ncbi
GCF_030538285.1,ncbi
GCF_030529165.1,ncbi
GCF_030454485.1,ncbi
GCF_030460435.1,ncbi
GCF_030152825.1,ncbi
GCF_030456875.1,ncbi
GCF_020743465.1,ncbi
GCF_030461165.1,ncbi
GCF_030459915.1,ncbi
GCF_030457065.1,ncbi
GCF_030457365.1,ncbi
